,latitud,longitud,property_type,property_rooms,property_surface_total,property_price
126434,-34.5656764483,-58.4699606836,Departamento,2.0,48.0,129000.0
216880,-34.5683964,-58.4927188,Departamento,3.0,75.0,174455.0
237416,-34.5854187,-58.4253502,PH,5.0,110.0,240000.0
17259,-34.5695335,-58.4875355,Departamento,2.0,42.0,120000.0
438604,-34.5865199683,-58.4389607006,Departamento,2.0,55.0,150000.0
349360,-34.5773248,-58.4314127,Departamento,1.0,45.0,100000.0
339946,-34.621391,-58.52601,Departamento,2.0,52.0,111900.0
331783,-34.599868,-58.485997,Departamento,3.0,57.0,139500.0
360021,-34.5867097,-58.4190972,Departamento,2.0,39.0,123500.0
162366,-34.6027855,-58.3983395,Departamento,2.0,79.0,110000.0
389993,-34.573524,-58.4405828,Departamento,1.0,39.0,114426.0
186377,-34.6049032,-58.3921007,Departamento,5.0,133.0,220000.0
101126,-34.5938175,-58.4411688,Departamento,2.0,29.0,65000.0
286254,-34.606147,-58.441804,PH,4.0,158.0,345000.0
324377,-34.5835952,-58.4025748,Departamento,3.0,92.0,250000.0
196634,-34.6204291,-58.3610868,Departamento,3.0,105.0,580000.0
303836,-34.630664,-58.46499,Departamento,1.0,39.0,63155.0
409969,-34.5973472,-58.4482609,Departamento,3.0,57.0,148000.0
62016,-34.5861992,-58.4403477,Departamento,1.0,35.0,140000.0
360392,-34.5890879,-58.4124016,Departamento,3.0,59.0,170000.0
287465,-34.5921884,-58.3790738,Departamento,4.0,187.0,570000.0
224286,-34.5955168,-58.4012424,Departamento,6.0,237.0,490000.0
128692,-34.5433833,-58.4614536,Departamento,2.0,57.0,190000.0
51210,-34.6091314,-58.5002067,PH,3.0,164.0,259000.0
405288,-34.624682,-58.528009,PH,3.0,145.0,149000.0
72452,-34.6128952,-58.3940737,Departamento,5.0,149.0,170000.0
290862,-34.5790939,-58.4558951,Departamento,3.0,111.0,195800.0
170848,-34.6365241,-58.451914,Departamento,4.0,140.0,270000.0
105599,-34.616763,-58.361425,Departamento,2.0,57.0,240000.0
199151,-34.625616,-58.383644,Departamento,1.0,32.0,35000.0
53855,-34.6093889788,-58.3938728614,Departamento,3.0,92.57312862043081,119000.0
171202,-34.6095486,-58.3969901,Departamento,2.0,65.0,130000.0
95269,-34.5776376,-58.4953844,Departamento,2.0,63.0,135000.0
367011,-34.5773954,-58.453376,Departamento,2.0,57.0,135913.0
428471,-34.6248245,-58.4402464,Departamento,2.0,51.0,110034.0
354464,-34.6119283,-58.5068781,Departamento,3.0,70.0,160000.0
42499,-34.5893061,-58.4357829,Casa,5.0,150.0,245000.0
152635,-34.5816993,-58.4709748,PH,2.0,106.0,165000.0
114955,-34.55567,-58.45527,Departamento,3.0,140.0,350000.0
246471,-34.608541,-58.4005559,Departamento,4.0,111.0,245000.0
80768,-34.573775,-58.4901026,Departamento,3.0,69.0,175000.0
133825,-34.5904292,-58.5087741,Departamento,2.0,41.0,115000.0
99293,-34.614033,-58.434271,Departamento,4.0,84.0,143000.0
99100,-34.5539850991,-58.4550976753,Departamento,1.0,35.0,105000.0
408656,-34.5763072,-58.4844148,Departamento,3.0,72.0,179000.0
92447,-34.5583611,-58.4551188,Departamento,3.0,70.0,232000.0
133699,-34.5820765,-58.4522023,Departamento,3.0,79.0,220000.0
25694,-34.6268782,-58.4603998,Departamento,5.0,136.0,210000.0
329987,-34.6276072,-58.431989,Departamento,3.0,59.0,159000.0
54675,-34.6273878213,-58.3823484237,Departamento,2.0,40.0,40000.0
392423,-34.5431987,-58.4741598,Departamento,3.0,53.0,100000.0
208442,-34.6035162,-58.3779039,Departamento,2.0,29.0,60000.0
375396,-34.5985806,-58.4236452,Departamento,4.0,76.0,164000.0
233715,-34.6034109,-58.5171894,Departamento,4.0,117.0,239000.0
34662,-34.617527,-58.450813,Casa,6.0,162.0,279500.0
73326,-34.6300236,-58.4616403,Departamento,2.0,52.0,105000.0
436250,-34.5555361,-58.4385065,Departamento,2.0,205.0,499000.0
454505,-34.6150444,-58.496807,Departamento,1.0,46.0,65000.0
285908,-34.5673199,-58.4941152,Departamento,3.0,62.0,125000.0
188228,-34.6153134,-58.4435168,Departamento,2.0,60.0,99000.0
244722,-34.6231467,-58.4565028,Departamento,3.0,80.0,159000.0
221475,-34.561581,-58.4529895,Departamento,4.0,134.0,430000.0
282607,-34.556355,-58.459138,Departamento,5.0,158.0,298000.0
89674,-34.6146616,-58.5287163,Departamento,3.0,112.0,175000.0
257917,-34.5934566,-58.3875397,Departamento,4.0,128.0,420000.0
188427,-34.5513743,-58.4723698,Departamento,4.0,71.0,145000.0
70514,-34.5982599778,-58.3847708609,Departamento,3.0,80.0,220000.0
298961,-34.5563058969,-58.4600767122,Departamento,2.0,35.0,80000.0
428685,-34.6243947,-58.4329803,Casa,7.0,336.0,320000.0
240814,-34.5462891845,-58.4581999963,Departamento,2.0,46.0,159900.0
452538,-34.6190725,-58.4010382,Departamento,1.0,38.0,68000.0
242623,-34.631603,-58.405058,Departamento,3.0,60.0,76990.0
283630,-34.6020558214,-58.431396027,Departamento,1.0,26.0,60000.0
260115,-34.6226455,-58.4601887,Departamento,3.0,87.0,217625.0
92816,-34.6151677,-58.4335221,Departamento,2.0,39.0,76000.0
10828,-34.6019314,-58.4112599,Departamento,1.0,18.0,38000.0
351496,-34.6180737,-58.4749272,PH,2.0,57.0,120000.0
224093,-34.557298,-58.463245,Departamento,3.0,101.0,380000.0
98956,-34.5842097157,-58.4192811905,Departamento,4.0,182.0,530000.0
2867,-34.5802602,-58.4899303,Departamento,3.0,74.0,190000.0
193507,-34.5992088,-58.3891547,Departamento,4.0,105.0,265000.0
12095,-34.5480989513,-58.4607057815,Departamento,1.0,63.0,118000.0
362534,-34.5460109,-58.4801405,Departamento,2.0,40.0,105000.0
344956,-34.5647805,-58.4626527,Departamento,4.0,272.0,729000.0
30482,-34.6126115,-58.3623013,Departamento,2.0,118.0,490000.0
82431,-34.5874824,-58.5107722,Departamento,3.0,63.0,170000.0
152416,-34.6280087625,-58.3910514827,Departamento,2.0,43.0,59000.0
424051,-34.632028,-58.3586067,Departamento,2.0,36.0,47000.0
336471,-34.6007334,-58.4343333,Departamento,1.0,32.0,69500.0
436731,-34.6182436,-58.3830616,Departamento,3.0,46.0,65000.0
44358,-34.600213,-58.4914287,Departamento,4.0,103.0,259000.0
192986,-34.5780037,-58.4245257,Departamento,2.0,48.0,119000.0
27932,-34.6103677,-58.4412248,Departamento,1.0,41.0,114000.0
96306,-34.578875,-58.439645,Departamento,1.0,30.0,85500.0
293758,-34.587965452,-58.3836076629,Departamento,1.0,24.0,86000.0
445993,-34.6092701,-58.4116394,Departamento,1.0,24.016759996672512,72000.0
2844,-34.6082457,-58.363794,Departamento,2.0,67.0,310000.0
426034,-34.5778,-58.4388,Departamento,1.0,33.0,83000.0
327446,-34.5779940264,-58.3982945518,Departamento,4.0,179.0,950000.0
449573,-34.551493,-58.473199,Departamento,2.0,47.0,100000.0
375745,-34.6167278,-58.4371204,Departamento,4.0,96.0,135000.0
323741,-34.5932257,-58.4084064,Departamento,1.0,34.0,110000.0
165397,-34.615255,-58.3632197,Departamento,1.0,37.0,400000.0
302885,-34.5675238,-58.4497391,Departamento,3.0,107.0,279000.0
383295,-34.6028045,-58.4435795,PH,2.0,101.0,130000.0
151879,-34.5648175567,-58.4737873077,Departamento,3.0,77.0,218000.0
330143,-34.6010068143,-58.4395194054,Departamento,2.0,37.0,59990.0
220380,-34.6219158,-58.4162834,Departamento,1.0,19.0,36000.0
436264,-34.5595588,-58.4598871,Departamento,1.0,25.0,60000.0
176322,-34.6011251,-58.4025708,Departamento,3.0,63.0,99000.0
177269,-34.625717,-58.5160548,Casa,4.0,200.0,230000.0
64712,-34.6369585,-58.4350022,PH,5.0,148.0,179000.0
362493,-34.59288213,-58.38955866,Departamento,5.0,215.3070276618149,395000.0
122463,-34.6083,-58.3712,PH,3.0,85.0,150000.0
304446,-34.5811511,-58.4536249,Departamento,2.0,40.0,72000.0
448996,-34.6448251,-58.4563112,Departamento,2.0,28.0,39900.0
74308,-34.641486,-58.457108,Departamento,1.0,45.0,88000.0
428455,-34.608551,-58.4268077,Departamento,1.0,29.0,71000.0
235364,-34.6287605,-58.4532243,Departamento,4.0,172.0,882000.0
273737,-34.5955864,-58.3985296,Departamento,2.0,48.0,112000.0
204630,-34.6341845,-58.4555908,Departamento,2.0,54.0,95000.0
142247,-34.5757536,-58.4480366,Departamento,4.0,103.0,280000.0
415580,-34.6608504,-58.4877763,PH,5.0,134.73988865870578,135000.0
385586,-34.5659571,-58.4403884,Departamento,4.0,115.41828273812922,210000.0
452624,-34.6241498,-58.4458366,Departamento,1.0,24.0,40000.0
26469,-34.5721679805,-58.4792804718,Departamento,2.0,52.0,135000.0
296583,-34.5890181,-58.4171351,Departamento,1.0,35.0,85000.0
114907,-34.5647704,-58.4429518,Departamento,6.0,293.0,1100000.0
397747,-34.583192,-58.441622,Departamento,2.0,43.0,140000.0
187973,-34.6045384,-58.4249555,Departamento,1.0,33.0,74482.0
187785,-34.6119832556,-58.4043073654,Departamento,2.0,34.0,65000.0
163189,-34.6133193,-58.3627349,Departamento,3.0,100.0,385000.0
237179,-34.6225941,-58.4061933,PH,6.0,149.0,170000.0
409254,-34.5818768,-58.4240151,Departamento,1.0,34.0,160000.0
270030,-34.6264927,-58.4919256,Departamento,2.0,44.0,79900.0
121908,-34.6054043,-58.4198562,Departamento,3.0,59.0,135000.0
99003,-34.596993828,-58.4159497033,Departamento,2.0,41.0,90000.0
376666,-34.6099002722,-58.3849054779,Departamento,1.0,32.0,49900.0
157680,-34.5992906,-58.4253142,Departamento,1.0,35.0,73000.0
97919,-34.5608277,-58.4645322,Departamento,3.0,67.0,129900.0
125313,-34.5995696,-58.4843892,Departamento,2.0,46.0,82800.0
416071,-34.620155,-58.3915285,Departamento,1.0,37.0,74000.0
267282,-34.6192550747,-58.5108576247,PH,4.0,109.31582010003122,140000.0
397596,-34.5866478,-58.4419715,Departamento,1.0,36.0,109000.0
240868,-34.5821068,-58.4488264,Departamento,2.0,50.0,142125.0
238053,-34.6369507983,-58.4268379211,Departamento,2.0,41.0,75000.0
442912,-34.6395648,-58.4969627,Departamento,3.0,54.0,105000.0
419356,-34.5752559,-58.4725053,Departamento,3.0,78.0,249000.0
289254,-34.5861478,-58.3878088,Departamento,4.0,231.0,710000.0
293517,-34.591401,-58.398595,Departamento,4.0,118.0,355000.0
172731,-34.6348477,-58.4301118,Departamento,3.0,91.0,110000.0
188401,-34.6061608,-58.4634978,Departamento,3.0,64.0,139000.0
331760,-34.604529,-58.363316,Departamento,2.0,59.0,375000.0
366254,-34.5693108,-58.4411229,Departamento,3.0,94.0,279000.0
3654,-34.5861285,-58.4402676,Departamento,1.0,41.0,119000.0
204317,-34.5705301,-58.4816499,Departamento,3.0,57.0,145000.0
302785,-34.5799205409,-58.423913864,Departamento,6.0,158.0,480000.0
188796,-34.6033074,-58.4174695,Departamento,3.0,76.0,220000.0
65629,-34.6228014,-58.4410018,Departamento,2.0,30.0,68000.0
62273,-34.6275701,-58.4324952,Departamento,4.0,126.0,415000.0
323018,-34.5545188,-58.4915986,Departamento,1.0,38.51083610944731,124500.0
196542,-34.6201125833,-58.3882057646,Departamento,1.0,42.0,85000.0
256990,-34.591604,-58.388306,Departamento,4.0,418.0,900000.0
321534,-34.5928880695,-58.4411444005,Departamento,2.0,50.0,106000.0
396874,-34.630327,-58.3678844,Departamento,3.0,56.0,95000.0
443738,-34.5901538,-58.4235782,Departamento,2.0,37.0,116900.0
368104,-34.6128099,-58.4815652,Departamento,1.0,32.0,66500.0
168129,-34.5892043,-58.4500372,Departamento,1.0,33.0,89000.0
367798,-34.5707461,-58.4978519,PH,3.0,100.0,192000.0
72833,-34.6251463,-58.4843498,PH,3.0,91.0475129609063,75000.0
12669,-34.6132038,-58.5178804,Departamento,3.0,105.0,169500.0
414685,-34.5511514,-58.4542819,Departamento,2.0,44.0,87500.0
275714,-34.5731220744,-58.4802782536,Departamento,2.0,39.0,80000.0
105292,-34.5687573,-58.4468129,Departamento,1.0,36.0,105000.0
346363,-34.5979526,-58.43884,Departamento,3.0,93.0,189000.0
189624,-34.5992898,-58.4131779,Departamento,2.0,33.0,65000.0
365104,-34.6205727164,-58.4265161952,Departamento,2.0,47.0,85000.0
347057,-34.5895464,-58.4127032,Departamento,3.0,97.0,215000.0
153150,-34.6125361,-58.4176146,Departamento,2.0,41.0,59000.0
336516,-34.6227463531,-58.4025907516,Departamento,4.0,81.0,126000.0
238222,-34.5933729085,-58.4394478016,Departamento,3.0,41.0,72000.0
411572,-34.621974,-58.427085,Departamento,2.0,53.0,163000.0
297862,-34.5759191,-58.4303322,Departamento,2.0,53.0,140000.0
297852,-34.5607593,-58.4729571,Departamento,1.0,39.0,68600.0
423741,-34.5653609,-58.4935543,Casa,6.0,219.0,399000.0
296525,-34.5934743,-58.3784703,Departamento,3.0,105.0,285000.0
183632,-34.5708546,-58.4882635,Departamento,4.0,87.0,229000.0
349696,-34.566126,-58.463201,Departamento,4.0,89.0,180000.0
217365,-34.5723680822,-58.4474381433,Departamento,2.0,60.0,128500.0
60786,-34.6185979,-58.360856,Departamento,2.0,64.0,345000.0
328486,-34.5572282,-58.4911018,PH,3.0,88.0,169900.0
64332,-34.6205537,-58.4252323,Departamento,3.0,97.91278342876656,195000.0
275969,-34.5858201,-58.4411911,PH,4.0,130.0,398000.0
154870,-34.6234379993,-58.4262271067,Departamento,2.0,53.0,93000.0
381217,-34.5948863,-58.3791444,Departamento,2.0,88.0,249000.0
257916,-34.5900984,-58.4028094,Departamento,2.0,29.0,77000.0
312537,-34.593288,-58.444687,Departamento,2.0,55.0,101759.0
147390,-34.5772506,-58.4360596,Departamento,3.0,74.0,237000.0
6063,-34.5981708,-58.3782478,Departamento,2.0,32.0,79000.0
53876,-34.625129,-58.435271,Departamento,2.0,45.0,110000.0
393182,-34.5370584,-58.4668603,PH,2.0,49.0,83000.0
111208,-34.5898547,-58.4063161,Departamento,5.0,127.0,420000.0
32107,-34.5926912,-58.3930321,Departamento,1.0,55.0,160000.0
254716,-34.5922639,-58.3994563,Departamento,5.0,111.0,270000.0
3861,-34.6067151,-58.3964446,Departamento,2.0,31.0,65000.0
114771,-34.5928349,-58.4158115,Departamento,2.0,48.0,105000.0
233470,-34.626733,-58.445601,Departamento,5.0,183.0,430000.0
280267,-34.6293324,-58.506786,Departamento,4.0,121.0,217000.0
326744,-34.5594108,-58.4532415,Departamento,3.0,50.0,125000.0
180023,-34.6122881,-58.405579,Departamento,2.0,32.0,59900.0
312435,-34.5942257,-58.3994119,Departamento,4.0,106.0,279500.0
162517,-34.5875086003,-58.4033886815,Departamento,2.0,43.0,180000.0
399537,-34.6002023,-58.3780136,Departamento,1.0,30.0,72000.0
443980,-34.5944409,-58.3843813,Departamento,1.0,30.0,74900.0
404666,-34.633402,-58.371434,Departamento,2.0,49.0,118990.0
270089,-34.6119126154,-58.4382104874,Departamento,2.0,49.0,80000.0
162683,-34.6292529794,-58.4537672997,Departamento,2.0,35.0,70000.0
59107,-34.5501214,-58.4633741,Departamento,4.0,73.0,179000.0
257360,-34.6022533,-58.3989689,Departamento,3.0,77.0,119000.0
459376,-34.596735,-58.4118743,Departamento,3.0,94.09874427995531,200000.0
450131,-34.5709038,-58.4343461,Departamento,3.0,66.0,290000.0
422270,-34.5552767,-58.4497657,Departamento,3.0,96.0,240000.0
262696,-34.5797167,-58.4139543,Departamento,4.0,142.0,549000.0
416302,-34.5878576,-58.4974031,Casa,4.0,123.0,270000.0
339764,-34.5516779,-58.4554995,Departamento,4.0,93.0,144000.0
108821,-34.6186584829,-58.4411716461,Departamento,2.0,28.0,47000.0
263325,-34.5800565946,-58.4683692455,Casa,5.0,289.0,489000.0
187863,-34.6205251,-58.4008994,Departamento,2.0,30.0,65000.0
362120,-34.5587843,-58.4461583,Departamento,2.0,54.0,260000.0
201685,-34.5700093,-58.432207,Departamento,4.0,145.0,460000.0
404894,-34.576936,-58.457463,Departamento,1.0,39.0,93000.0
38334,-34.5504712,-58.4734217,Departamento,2.0,44.0,89000.0
68935,-34.577607,-58.507558,Departamento,1.0,41.0,84999.0
198108,-34.6132974,-58.4615501,Departamento,2.0,59.81147271582314,120000.0
446405,-34.5895572,-58.402102,Departamento,3.0,100.96401474781555,215000.0
219574,-34.5741514,-58.4201495,Departamento,3.0,75.0,279000.0
272168,-34.6278160875,-58.4939785029,Departamento,2.0,43.0,63000.0
240824,-34.6040603,-58.4148107,Departamento,4.0,90.0,168000.0
340090,-34.6884187,-58.4772481,Departamento,2.0,58.0,115000.0
63908,-34.59375,-58.39294,Departamento,3.0,135.0,390000.0
250970,-34.5776433,-58.4722717,Departamento,3.0,103.0,240000.0
37351,-34.621528,-58.395001,Departamento,3.0,55.0,139000.0
261486,-34.5692236,-58.5004861,PH,2.0,66.0,117000.0
452698,-34.6224069,-58.4391275,Departamento,2.0,44.0,99900.0
233385,-34.591976,-58.3960643,Departamento,3.0,75.0,240000.0
80633,-34.6252064,-58.4402323,Departamento,3.0,91.81032079066856,240000.0
319563,-34.5804614,-58.425498,Departamento,1.0,45.0,118000.0
452895,-34.5860416,-58.4500779,PH,4.0,133.0,250000.0
178344,-34.5894789,-58.4080956,Departamento,3.0,78.0,260000.0
3041,-34.5956814371,-58.3921408653,PH,4.0,32.0,130000.0
137172,-34.5820981,-58.4488594,Departamento,1.0,34.0,105746.0
244034,-34.6433232,-58.5023498,PH,3.0,89.0,129000.0
50871,-34.620515,-58.413671,Departamento,3.0,73.0,145000.0
400244,-34.6081262129,-58.4679937363,Departamento,4.0,103.0,230000.0
32419,-34.5820383,-58.4063596,Departamento,1.0,36.985143887049965,130000.0
440992,-34.6134847,-58.3776768,Departamento,1.0,25.0,53000.0
438313,-34.6360479,-58.4173606,PH,4.0,300.0,235000.0
232901,-34.5428787,-58.4633037,Departamento,2.0,37.0,87000.0
451280,-34.5597284212,-58.4622216225,Departamento,2.0,54.0,115000.0
322817,-34.5910562,-58.4317511,Departamento,2.0,26.0,60000.0
401858,-34.5962497,-58.4401805,Departamento,1.0,36.0,89000.0
35367,-34.605961,-58.509446,Departamento,4.0,51.0,115500.0
130263,-34.5809263,-58.4910693,Departamento,2.0,47.0,55462.0
418784,-34.5736981,-58.4385025,Departamento,2.0,36.0,89000.0
157815,-34.582736,-58.469127,Departamento,1.0,27.0,59000.0
70203,-34.6235991,-58.4433982,Departamento,2.0,55.99743356701189,92000.0
63937,-34.6088053,-58.4305566,Departamento,2.0,49.0,145000.0
116519,-34.6134107,-58.4624199,Departamento,2.0,37.0,75000.0
448239,-34.6291093,-58.3660384,Departamento,3.0,55.0,79000.0
295771,-34.6223575,-58.4351934,Departamento,2.0,51.0,134900.0
3665,-34.5674397,-58.4322919,Departamento,3.0,100.0,220000.0
149157,-34.5912493038,-58.4127511381,Departamento,4.0,113.0,330000.0
78011,-34.5776193949,-58.4825397498,Departamento,4.0,72.0,178000.0
412122,-34.616735,-58.418991,Departamento,2.0,79.0,80000.0
165578,-34.5928174,-58.4047798,PH,3.0,62.0,175000.0
167313,-34.5806208,-58.4338102,Departamento,2.0,62.0,230000.0
81927,-34.5780655,-58.4265317,Departamento,2.0,49.0,142000.0
118912,-34.6036844,-58.3815591,Departamento,4.0,77.0,220000.0
100138,-34.6072024,-58.3960166,PH,3.0,48.0,74990.0
410200,-34.6117413,-58.4916114,Casa,5.0,187.0,329000.0
22754,-34.5913355,-58.4258415,Departamento,3.0,94.09874427995531,224500.0
201175,-34.6345286,-58.479197,PH,3.0,83.0,125000.0
196264,-34.5820469,-58.4112942,Departamento,2.0,74.0,380000.0
376532,-34.5902677,-58.4140989,Departamento,1.0,28.0,70000.0
136421,-34.606791041,-58.3871412277,Departamento,2.0,34.0,49000.0
434426,-34.642981,-58.504152,Departamento,1.0,48.0,77000.0
182173,-34.6154221,-58.4116157,Departamento,3.0,66.0,129000.0
94129,-34.542736,-58.468587,Departamento,2.0,73.0,106736.0
273463,-34.6290077,-58.4585126,Departamento,3.0,63.0,155000.0
36951,-34.6120839,-58.4567778,Departamento,3.0,72.0,122000.0
10302,-34.5899971,-58.5010743,Departamento,3.0,66.0,150000.0
33458,-34.581708,-58.407805,Departamento,2.0,48.0,112000.0
398815,-34.6064088,-58.4305487,Departamento,3.0,62.0,119000.0
226318,-34.56446,-58.465373,Departamento,4.0,116.0,260000.0
9266,-34.6330943,-58.4654113,Departamento,1.0,41.0,55400.0
1245,-34.5671526,-58.4906198,PH,2.0,46.0,90000.0
77390,-34.5810965,-58.4258319,PH,2.0,86.0,112000.0
26188,-34.606124,-58.401475,Departamento,2.0,73.0,82000.0
162239,-34.5516346,-58.454637,Departamento,4.0,135.0,780000.0
303837,-34.630664,-58.46499,Departamento,1.0,51.0,78497.0
287604,-34.5834421,-58.4762673,Departamento,2.0,47.0,125000.0
313469,-34.6264858,-58.451433,Departamento,3.0,83.0,220000.0
170184,-34.5625084945,-58.4493264185,Departamento,5.0,190.0,550000.0
162621,-34.5776376,-58.4953844,Departamento,2.0,76.0,145000.0
204281,-34.5940796,-58.4414152,Departamento,1.0,36.0,83000.0
295602,-34.5739333,-58.4603084,Departamento,2.0,70.0,245500.0
289090,-34.5734905,-58.4619594,Departamento,4.0,180.0,550000.0
89667,-34.592565302,-58.4453521228,Departamento,1.0,27.0,82900.0
120384,-34.559934,-58.449854,Departamento,2.0,50.0,209000.0
426136,-34.569055,-58.4453395,Departamento,2.0,46.0,95000.0
326163,-34.5878737994,-58.3966469765,Departamento,2.0,50.0,115000.0
390204,-34.6217213,-58.4392467,Departamento,3.0,70.0,150000.0
336521,-34.5815579,-58.4650758,Departamento,2.0,49.0,83170.0
143271,-34.5923671,-58.4288612,Departamento,1.0,91.0,135000.0
256272,-34.5772943,-58.4054066,Departamento,2.0,34.0,115000.0
397290,-34.5987945,-58.3866972,Departamento,3.0,27.0,71000.0
61809,-34.6285963,-58.3664507,Departamento,2.0,38.0,54000.0
225151,-34.6224303,-58.3996467,Departamento,2.0,44.0,39000.0
114009,-34.6241472,-58.4440926,Departamento,3.0,71.0,140000.0
383169,-34.6135456,-58.5264756,Departamento,3.0,52.0,89000.0
28062,-34.6002296,-58.4527472,Departamento,3.0,70.0,119000.0
55818,-34.5664517,-58.486474,PH,2.0,60.0,155000.0
391008,-34.5767896,-58.4065582,Departamento,3.0,110.0,330000.0
238103,-34.6236181,-58.4589771,Departamento,3.0,71.0,128500.0
277345,-34.6361974,-58.3753893,Departamento,4.0,144.0,285000.0
287156,-34.5858691,-58.4419046,Departamento,2.0,48.0,134000.0
282355,-34.5772479,-58.4138698,Departamento,3.0,77.0,215000.0
144558,-34.5986878,-58.4122252,Departamento,3.0,75.0,209500.0
441900,-34.6022953,-58.4238854,Departamento,1.0,38.0,87000.0
279268,-34.5799718,-58.5002507,Departamento,2.0,44.0,65000.0
220473,-34.6395347,-58.5112166,Departamento,2.0,42.0,120000.0
197345,-34.5368546,-58.4663937,Departamento,3.0,67.0,224000.0
51595,-34.5420262,-58.4779723,Casa,5.0,193.0,370000.0
