,latitud,longitud,property_type,property_rooms,property_surface_total,property_price
46030,-34.621983,-58.416196,PH,4.0,110.0,159000.0
240483,-34.6036253,-58.3877684,Departamento,1.0,22.0,37000.0
62613,-34.6115988,-58.5106335,PH,3.0,121.55982615139632,150000.0
238925,-34.5897703,-58.4991806,PH,4.0,320.0,350000.0
280804,-34.6037277,-58.4196482,Departamento,3.0,95.0,138000.0
82491,-34.5743455,-58.4733983,Departamento,1.0,35.0,132000.0
41746,-34.5760225,-58.4483554,Departamento,3.0,46.041851004933534,229000.0
356844,-34.6091333096,-58.4004688936,Departamento,3.0,86.4706659823328,120000.0
436023,-34.581116,-58.4239892,Departamento,3.0,64.0,127000.0
6088,-34.5776733,-58.4230697,Departamento,1.0,29.356682775063227,118000.0
44249,-34.6006694,-58.4466121,Departamento,4.0,126.09759235480072,103000.0
353365,-34.6251268,-58.4870082,PH,3.0,83.0,110000.0
341865,-34.6278557,-58.4374373,Departamento,2.0,51.0,115900.0
278936,-34.5725399,-58.4446158,Departamento,5.0,189.0,495000.0
159712,-34.540005,-58.4753626,Departamento,2.0,56.0,96000.0
43648,-34.6574875,-58.4690718,Casa,5.0,306.08115940352275,245000.0
174151,-34.5567256,-58.4634234,Departamento,3.0,70.0,163000.0
113607,-34.5858663,-58.4063337,Departamento,2.0,54.0,160000.0
405632,-34.603484,-58.473313,Casa,5.0,553.0,470000.0
436977,-34.5504012,-58.4838198,PH,4.0,174.0,200000.0
362644,-34.666066,-58.5069403,Casa,5.0,128.0,150000.0
440791,-34.560316,-58.465924,Departamento,3.0,60.0,175000.0
58739,-34.6650821,-58.5059669,PH,4.0,125.0,189900.0
177824,-34.5846238,-58.4229239,Departamento,4.0,70.0,299000.0
10896,-34.582386401,-58.4319733778,Departamento,3.0,78.0,490000.0
79261,-34.5861923,-58.406641,Departamento,2.0,48.0,78000.0
139845,-34.6365441,-58.4446726,Departamento,2.0,35.0,85000.0
86615,-34.6009626583,-58.4365367889,Departamento,3.0,64.0,95000.0
389105,-34.6443466,-58.468457,PH,5.0,192.0,220000.0
79230,-34.5985669,-58.3898048,Departamento,2.0,50.0,83000.0
62398,-34.599793,-58.4406239,Departamento,3.0,70.0,150000.0
30071,-34.5785925,-58.4317812,Departamento,3.0,73.0,167900.0
291034,-34.5693751,-58.4779352,Departamento,2.0,86.0,191050.0
147267,-34.6154025,-58.4626094,Departamento,1.0,45.0,75000.0
135029,-34.6412092,-58.4200935,Departamento,2.0,34.0,45000.0
178388,-34.5962497,-58.4401805,Departamento,2.0,51.0,160000.0
164486,-34.6313058,-58.4007781,Departamento,2.0,39.0,89700.0
104006,-34.6042675,-58.3879417,Departamento,5.0,157.0,200000.0
382948,-34.6289075,-58.4400227,Departamento,3.0,60.0,124988.0
349414,-34.5729688078,-58.4380825983,Departamento,2.0,48.0,145000.0
398018,-34.5643709,-58.4451718,Departamento,5.0,230.0,590000.0
162259,-34.555086,-58.459669,Departamento,1.0,39.0,75000.0
38342,-34.6082485395,-58.4003856644,Departamento,3.0,70.0,120000.0
453248,-34.578703,-58.4646661,Departamento,1.0,49.0,95000.0
375591,-34.6201595,-58.3895972,Departamento,3.0,68.45376901972823,45000.0
426167,-34.5788988,-58.4124932,Departamento,3.0,68.0,189000.0
356942,-34.6022193,-58.4402704,Departamento,4.0,60.0,125000.0
137029,-34.5819099,-58.4493808,Departamento,1.0,36.0,82421.0
206924,-34.6220839,-58.5062352,PH,3.0,120.0,165000.0
114608,-34.6365401,-58.4588627,Departamento,2.0,44.0,75000.0
174402,-34.62189,-58.3783403,Departamento,3.0,80.0,155000.0
100007,-34.5734158,-58.4479448,Departamento,2.0,57.0,131100.0
17501,-34.5922537,-58.4263645,Departamento,1.0,38.0,119900.0
424052,-34.6256510024,-58.3438396454,Departamento,2.0,49.0,60000.0
209155,-34.61476,-58.4199283,Departamento,3.0,61.0,139000.0
425908,-34.6427874,-58.5147323,Departamento,2.0,42.0,75000.0
92904,-34.6196116,-58.3748331,Departamento,3.0,58.0,119000.0
221532,-34.6168032,-58.4353022,Departamento,4.0,134.0,360000.0
442589,-34.5879021,-58.4000354,Departamento,1.0,31.0,63000.0
302626,-34.6162545,-58.4653966,Departamento,1.0,31.0,84000.0
387019,-34.619479,-58.500779,Departamento,3.0,88.0,170000.0
281812,-34.551863,-58.473127,Departamento,3.0,44.0,133000.0
237435,-34.6154455,-58.4436906,PH,6.0,304.0,379000.0
32147,-34.6264016424,-58.4567311821,Departamento,2.0,40.0,90000.0
82305,-34.614737,-58.387902,Departamento,3.0,69.0,147000.0
220916,-34.553662,-58.47653,Departamento,3.0,69.0,147000.0
227910,-34.5788889,-58.4238889,Departamento,3.0,70.0,189000.0
168466,-34.5967649,-58.4522542,Departamento,2.0,36.0,59000.0
174124,-34.5677579,-58.4569293,Departamento,4.0,102.0,250000.0
164152,-34.645031,-58.3736718,Departamento,3.0,75.0,190000.0
65368,-34.5601594,-58.4715658,Departamento,3.0,89.0,205000.0
210233,-34.5559142,-58.465875,Departamento,4.0,139.0,470000.0
425543,-34.604795,-58.4258874,Departamento,1.0,30.0,79000.0
136262,-34.6283604,-58.4505511,Departamento,4.0,98.0,230000.0
170354,-34.6245423,-58.3759895,Departamento,2.0,43.0,170000.0
88600,-34.6555795,-58.5178089,Casa,5.0,151.0,255000.0
144044,-34.6339045,-58.4158869,Departamento,2.0,49.0,77500.0
187665,-34.5368546,-58.4663937,Departamento,3.0,67.0,209000.0
260185,-34.5422956,-58.4642452,Departamento,1.0,44.0,145168.0
308668,-34.5924844,-58.4112957,Departamento,4.0,102.0,210000.0
265402,-34.5798606,-58.4571516,PH,4.0,121.0,190000.0
400814,-34.6282465,-58.4844109,Casa,4.0,1350.0,385000.0
405046,-34.6305659,-58.3979153,Departamento,4.0,66.0,78000.0
154394,-34.6196585871,-58.4639473767,Departamento,2.0,58.28585705629864,110000.0
409639,-34.5920672369,-58.3853669429,Departamento,3.0,135.29036708711683,395000.0
397073,-34.6203327,-58.4638494,Departamento,3.0,55.0,109000.0
397765,-34.5861414339,-58.4417941685,Departamento,1.0,36.0,110000.0
257093,-34.5885729,-58.3904209,Departamento,4.0,172.0,490000.0
443015,-34.6196706058,-58.4965157822,PH,3.0,102.0,210000.0
53443,-34.6442237,-58.5164915,Departamento,2.0,43.0,79000.0
285848,-34.6229894,-58.4414854,Departamento,4.0,150.0,470000.0
410187,-34.63718,-58.441999,Casa,4.0,237.0,199000.0
68717,-34.5906204708,-58.448666927,Departamento,1.0,33.0,83000.0
434064,-34.5606194,-58.4592491,Departamento,2.0,31.0,83000.0
445537,-34.5965116179,-58.4056806564,Departamento,3.0,54.0,120000.0
198160,-34.550747,-58.4744357,PH,3.0,211.0,309000.0
426190,-34.5916187308,-58.436075449,PH,3.0,74.0,210000.0
210838,-34.6049554,-58.4228914,PH,3.0,123.0,139000.0
28999,-34.6218987767,-58.3988893032,Departamento,1.0,23.0,36000.0
284067,-34.6022597,-58.4097838,Departamento,2.0,33.0,68000.0
391152,-34.5674374,-58.4728136,Departamento,2.0,38.0,110000.0
217390,-34.586117,-58.3915051,Departamento,2.0,39.0,90000.0
314390,-34.5539006,-58.452067,Departamento,2.0,63.0,155000.0
210395,-34.5795671573,-58.4903538762,Departamento,3.0,100.0,229900.0
138484,-34.6301708,-58.525431,Casa,4.0,173.0,230000.0
428009,-34.5904295,-58.4053371,Departamento,2.0,46.0,100000.0
144304,-34.5779871,-58.468078,Departamento,1.0,23.0,62000.0
66627,-34.5525943,-58.4429397,Departamento,3.0,81.0,269000.0
280990,-34.5616451,-58.4597443,Departamento,3.0,81.0,195000.0
94549,-34.5590565,-58.4518497,Departamento,4.0,188.0,380000.0
117430,-34.6194465,-58.464043,Departamento,3.0,60.0,143000.0
42067,-34.6362651,-58.4352504,Casa,5.0,225.0,280000.0
93550,-34.606944,-58.4710266,Departamento,1.0,29.0,55000.0
115480,-34.6132611,-58.3615133,Departamento,3.0,170.0,1150000.0
153468,-34.598574,-58.439268,Departamento,2.0,58.0,148500.0
323128,-34.5836118,-58.4812283,Departamento,3.0,66.0,155000.0
115481,-34.6130375,-58.3609837,Departamento,3.0,170.0,1050000.0
199554,-34.6074942,-58.3892226,Departamento,3.0,56.0,85000.0
166367,-34.5802523,-58.4646009,Casa,5.0,130.0,195000.0
185335,-34.6115240932,-58.4437894821,Departamento,2.0,47.0,167000.0
242206,-34.588764,-58.421074,Departamento,1.0,40.0,196000.0
184195,-34.5999802,-58.5093265,Departamento,2.0,47.0,120000.0
178360,-34.6004272,-58.3970709,Departamento,1.0,29.0,75000.0
449756,-34.6214915,-58.4237378,Departamento,2.0,50.0,118000.0
409121,-34.5978108,-58.3797273,Departamento,1.0,20.0,53000.0
48162,-34.6099464,-58.4041274,Departamento,4.0,86.0,130000.0
322776,-34.5822392,-58.4143516,Departamento,4.0,133.0,395000.0
267441,-34.6091936,-58.4230397,Casa,6.0,173.0,315000.0
439740,-34.5763368,-58.4633606,PH,4.0,140.0,339000.0
132166,-34.5796029,-58.4825428,PH,4.0,108.0,120000.0
301113,-34.5541184,-58.4863723,Departamento,3.0,95.0,129000.0
124810,-34.589744,-58.3875582,Departamento,3.0,91.0,245000.0
295766,-34.6283136,-58.4371668,Departamento,4.0,100.0,219000.0
287330,-34.5518273,-58.4632714,Departamento,1.0,45.0,85000.0
459960,-34.5952843,-58.4337888,Departamento,2.0,114.0,295000.0
131829,-34.5793945,-58.453519,Departamento,3.0,45.0,91900.0
459819,-34.6079338,-58.4497174,Departamento,1.0,40.0,102000.0
113588,-34.5911298,-58.42496,Departamento,1.0,42.0,128000.0
318076,-34.6119465,-58.4114953,Departamento,3.0,56.0,97000.0
407151,-34.6371838404,-58.4553551674,PH,2.0,66.0,79000.0
389107,-34.5920968,-58.5050444,PH,4.0,80.0,213000.0
421536,-34.6056412,-58.5053701,Casa,7.0,399.64653498755786,760000.0
354299,-34.589199,-58.405973,Departamento,1.0,49.0,139000.0
449721,-34.6156002,-58.4174423,Departamento,1.0,44.0,79700.0
343929,-34.6008984,-58.3987205,Departamento,4.0,151.0,270000.0
425353,-34.5416103,-58.4733887,Departamento,2.0,48.0,84000.0
40878,-34.5841231,-58.4004421,Departamento,2.0,71.2535901622569,148000.0
169862,-34.6051373304,-58.4253097059,Departamento,1.0,22.0,73900.0
204051,-34.5651729,-58.4652967,Departamento,4.0,142.87936460957022,315000.0
450287,-34.5742381,-58.4401577,Departamento,2.0,37.0,75000.0
165305,-34.6165784,-58.4466909,Departamento,2.0,70.0,129000.0
344944,-34.5555311,-58.4460273,Departamento,5.0,98.0,239000.0
45259,-34.6166368,-58.4612889,Departamento,2.0,53.0,115000.0
25886,-34.5897955,-58.4209307,Departamento,2.0,64.0,238000.0
256821,-34.566296,-58.4432183,Casa,4.0,147.0,450000.0
62353,-34.5931154,-58.4005454,Departamento,4.0,78.0,189000.0
409302,-34.5830776,-58.44184,Departamento,2.0,59.04866488606089,160000.0
89631,-34.5776471,-58.4060644,Departamento,2.0,142.0,480000.0
46753,-34.648898,-58.385239,PH,6.0,152.0,199900.0
356926,-34.5964212,-58.4087095,Departamento,2.0,34.0,109000.0
386995,-34.574717,-58.43756,Departamento,3.0,66.0,217900.0
212422,-34.602835658,-58.4277359519,Departamento,2.0,45.0,74000.0
387192,-34.5666799,-58.4951022,PH,3.0,155.0,205000.0
157003,-34.6236828,-58.4177925,Departamento,2.0,58.0,160000.0
131629,-34.5964854,-58.4001388,Departamento,2.0,50.0,110000.0
377526,-34.5919724,-58.4168387,Departamento,4.0,155.0,420000.0
112059,-34.637323,-58.4764088,Departamento,1.0,44.0,74500.0
141314,-34.5553777,-58.4524752,Casa,4.0,271.0,499000.0
308071,-34.599463,-58.415059,Departamento,2.0,55.99743356701189,105000.0
452640,-34.6054815,-58.4313038,Departamento,1.0,41.0,81500.0
162228,-34.55847376,-58.4516644478,Departamento,3.0,55.0,129000.0
174856,-34.595029,-58.46716,PH,4.0,228.0,199000.0
42769,-34.608465,-58.390581,Departamento,2.0,54.0,119900.0
290338,-34.6253866,-58.418827,Departamento,3.0,55.0,140000.0
113465,-34.5477147,-58.4613222,Departamento,3.0,90.0,290000.0
446404,-34.5872567,-58.3865079,Departamento,6.0,244.54513536930074,580000.0
348019,-34.613703,-58.4792585,Departamento,1.0,36.0,67500.0
312439,-34.5967079,-58.3948421,Departamento,3.0,108.0,189000.0
452774,-34.6252064,-58.4501889,Departamento,3.0,86.0,185000.0
448975,-34.6296646,-58.4664289,Departamento,1.0,32.0,39500.0
228131,-34.655452,-58.5088176,Departamento,2.0,54.0,125000.0
37239,-34.626128,-58.513611,PH,4.0,152.0,185000.0
60796,-34.5728974,-58.4781965,Departamento,1.0,43.0,110000.0
314863,-34.637088,-58.4699953,PH,3.0,65.0,112000.0
335063,-34.5882191,-58.4994162,PH,4.0,120.0,229000.0
231448,-34.6118179,-58.3959242,PH,3.0,71.0,80000.0
17683,-34.6369207,-58.4347724,PH,1.0,45.0,69000.0
212878,-34.5911819,-58.3786205,Departamento,4.0,260.0,900000.0
148264,-34.5793089,-58.4331172,PH,3.0,117.0,260000.0
38682,-34.6378114,-58.4706369,PH,2.0,53.0,83000.0
284328,-34.6007048,-58.4385827,Departamento,2.0,35.0,73000.0
185640,-34.5527631,-58.4863147,PH,3.0,86.0,150000.0
241617,-34.5749648,-58.438243,PH,4.0,105.0,250000.0
103873,-34.6158452,-58.4401828,Departamento,3.0,48.0,108000.0
47772,-34.6219005425,-58.4772634506,PH,3.0,77.0,89000.0
30186,-34.5709779473,-58.4403390592,Departamento,2.0,60.0,119000.0
420398,-34.5594944,-58.4810099,Departamento,2.0,59.0,165000.0
204817,-34.6305176,-58.3786653,Departamento,2.0,41.0,74550.0
319197,-34.5760225,-58.4483554,Departamento,5.0,190.8971771094229,440000.0
81896,-34.5764055,-58.4307595,Departamento,4.0,105.0,239000.0
238509,-34.628502,-58.437657,Departamento,5.0,132.0,299800.0
40949,-34.5712493,-58.4498947,Departamento,3.0,70.0,250000.0
175952,-34.6046375,-58.4183425,Departamento,3.0,60.0,98000.0
359314,-34.5992247,-58.4071522,PH,5.0,75.0,105000.0
425574,-34.6217824,-58.4244518,Departamento,2.0,54.0,114900.0
238635,-34.6009676,-58.4545227,Departamento,4.0,84.0,225000.0
345126,-34.5952586,-58.4457606,Departamento,3.0,60.0,145000.0
422546,-34.5989664,-58.38807,Departamento,2.0,35.0,74500.0
127948,-34.6463425821,-58.363494873,Casa,3.0,146.0,85000.0
299809,-34.5654336,-58.4725893,Departamento,2.0,60.574280545585395,129900.0
232998,-34.579959427,-58.4115815163,Departamento,2.0,29.0,79000.0
63015,-34.6240219,-58.3690198656,Departamento,2.0,45.0,138000.0
135586,-34.577327,-58.487413,Departamento,4.0,131.0,369900.0
377879,-34.5909164,-58.4063192,Departamento,3.0,65.0,170000.0
426175,-34.5820906,-58.4419715,Departamento,3.0,78.0,224000.0
127292,-34.5960517,-58.4277245,Departamento,4.0,126.0,370300.0
206776,-34.6008203,-58.4817317,Departamento,1.0,37.0,65000.0
54077,-34.5752307,-58.4744548,Departamento,3.0,80.0,236000.0
25746,-34.5510265,-58.4638344,Departamento,2.0,87.0,185000.0
142128,-34.601224,-58.3881399,Departamento,4.0,119.99512971670272,140000.0
121141,-34.6392248,-58.4973042,Departamento,4.0,65.0,125000.0
454389,-34.5989667848,-58.4050154686,Departamento,3.0,73.0,160000.0
343705,-34.5921785,-58.3962795,Departamento,3.0,69.0,275000.0
142216,-34.620010417,-58.4312407079,Departamento,4.0,101.0,385000.0
189637,-34.6110225,-58.4188103,Departamento,4.0,97.0,139900.0
38937,-34.6375294,-58.4845828,Casa,5.0,220.0,380000.0
266527,-34.5627966,-58.450955,Departamento,4.0,140.59094112028347,315000.0
409734,-34.6216824,-58.3682957,Departamento,3.0,91.0475129609063,135000.0
147327,-34.6178052,-58.4275461,Departamento,1.0,23.0,75000.0
133186,-34.6215308,-58.4237151,Departamento,2.0,47.0,125000.0
323706,-34.6396,-58.3692,Departamento,1.0,205.0,320000.0
182393,-34.6157415,-58.4044495,Departamento,1.0,29.0,52000.0
270091,-34.6258588627,-58.4382638137,Departamento,2.0,45.0,135000.0
376750,-34.5914981,-58.3924636,Departamento,6.0,520.0,789000.0
410703,-34.6690132,-58.5049183,Casa,3.0,340.0,190000.0
377997,-34.6194061,-58.4519993,Departamento,3.0,58.0,170800.0
238632,-34.6040151,-58.4553952,Departamento,1.0,36.0,90000.0
376037,-34.6153732,-58.4756584,Departamento,4.0,71.0,169000.0
451711,-34.6279182,-58.4916428,Departamento,2.0,36.0,59000.0
408601,-34.5925948,-58.4345492,Departamento,3.0,74.0,260000.0
368785,-34.6068722949,-58.3940903805,Departamento,5.0,255.0,304000.0
437984,-34.6135564821,-58.3679838847,Departamento,3.0,53.0,100000.0
131329,-34.5898236,-58.4322244,Departamento,2.0,38.0,90000.0
17642,-34.5981477,-58.4483373,Departamento,1.0,30.0,52500.0
261103,-34.597272,-58.3918641,Departamento,4.0,104.0,258000.0
137231,-34.5775736,-58.4226458,Departamento,3.0,77.0,165000.0
213992,-34.6240036,-58.3754402,Departamento,2.0,55.0,74000.0
49512,-34.5817697,-58.4224894,Departamento,4.0,128.0,316242.0
123785,-34.5802289,-58.4894561,Departamento,4.0,140.0,395000.0
333740,-34.6248723,-58.4626099,Departamento,4.0,165.0,230000.0
38672,-34.629346407,-58.4099488755,PH,3.0,87.0,98900.0
342479,-34.6499263,-58.5087077,PH,2.0,50.0,85000.0
336132,-34.5652114358,-58.4523733808,Departamento,2.0,43.0,143000.0
420843,-34.5876651,-58.4056873,Departamento,2.0,54.47181790748739,68000.0
133253,-34.5862984,-58.4385155,Departamento,2.0,60.0,138800.0
140874,-34.6114735,-58.4379285,PH,6.0,181.0,195000.0
167921,-34.5944229,-58.3979344,Departamento,5.0,170.0,380000.0
386603,-34.625209,-58.5049555,Departamento,2.0,60.0,120000.0
355840,-34.603366898,-58.5157296347,Departamento,3.0,56.0,119000.0
72545,-34.6097845513,-58.3762045205,Departamento,2.0,52.0,75000.0
283197,-34.6237933,-58.4022563,Departamento,2.0,39.0,55000.0
443891,-34.5703512,-58.4499045,Departamento,1.0,40.0,70000.0
67620,-34.5997706747,-58.3922102767,Departamento,4.0,118.0,298000.0
356024,-34.6012399,-58.4132331,PH,3.0,60.0,95000.0
401766,-34.5893252,-58.4473975,Departamento,2.0,37.0,87000.0
48587,-34.5875381,-58.4179391,Departamento,1.0,26.0,60000.0
129230,-34.6088698,-58.3763276,Departamento,2.0,51.0,70000.0
289425,-34.6158330554,-58.5009098053,Departamento,2.0,45.0,92000.0
133237,-34.5664089,-58.4323004,Departamento,5.0,215.0,735000.0
59289,-34.546032,-58.478208,Departamento,2.0,53.0,127000.0
197129,-34.617952,-58.359847,Departamento,2.0,65.0,410000.0
361906,-34.5728167,-58.4229098,Departamento,3.0,105.0,470000.0
363248,-34.6047598,-58.4525159,Departamento,2.0,55.964433096744166,105000.0
101215,-34.59869,-58.4815066,Departamento,2.0,48.0,69000.0
341457,-34.5988843,-58.4174797,Departamento,2.0,50.0,140000.0
279666,-34.5989164,-58.3768833,Departamento,3.0,54.0,90000.0
343832,-34.6093019,-58.3759524,Departamento,2.0,48.0,70000.0
234161,-34.5986352089,-58.3957277399,Departamento,4.0,111.89473454100738,130000.0
52075,-34.6074221,-58.4224338,Departamento,2.0,30.0,67000.0
276990,-34.6224753,-58.5140137,Departamento,1.0,38.0,68000.0
77569,-34.5598733,-58.4492538,Departamento,2.0,45.0,79500.0
229289,-34.598331,-58.4021358,Departamento,4.0,93.0,210000.0
41403,-34.5934563,-58.4153944,Departamento,2.0,48.0,140000.0
250974,-34.5776433,-58.4722717,Departamento,3.0,103.0,240000.0
320523,-34.5672732,-58.4320439,Departamento,5.0,200.0,598000.0
92910,-34.618005,-58.374444,Departamento,3.0,75.0,96800.0
25738,-34.5447984,-58.4624959,Departamento,3.0,87.23347381209506,128000.0
227905,-34.5819305,-58.4270334,Departamento,3.0,69.0,265000.0
108826,-34.6187953,-58.4282256,Departamento,1.0,40.0,76000.0
447310,-34.61331,-58.4188239,Departamento,2.0,35.0,65000.0
414750,-34.5686064,-58.4762876,Departamento,2.0,46.0,119000.0
157066,-34.5919439,-58.3784592,Departamento,5.0,183.0,470000.0
65502,-34.5596698,-58.4600227,Departamento,2.0,40.0,97000.0
404780,-34.5965242,-58.3917138,Departamento,2.0,35.0,99000.0
206068,-34.5429479719,-58.4632623196,Departamento,2.0,66.0,220000.0
228194,-34.6173507,-58.4994182,Departamento,2.0,54.0,94000.0
171315,-34.6021625,-58.4050334,Departamento,3.0,54.0,100000.0
449600,-34.5470115842,-58.4688413143,Departamento,3.0,80.0,190000.0
131916,-34.5971215,-58.439593,Departamento,3.0,53.0,140000.0
355392,-34.5431575,-58.4619738,Departamento,1.0,52.0,245000.0
82764,-34.639923,-58.488541,PH,3.0,98.0,142000.0
84181,-34.5647921,-58.4389636,Departamento,3.0,51.0,159000.0
368557,-34.5932877,-58.4443029,Departamento,1.0,37.74798999824864,85000.0
105614,-34.574199834,-58.4820055962,Departamento,3.0,80.0,245000.0
341504,-34.5820216976,-58.4269982028,Departamento,3.0,68.0,310000.0
345123,-34.5975982,-58.4266296,Departamento,2.0,51.0,134900.0
360327,-34.6170578,-58.3728773,Departamento,3.0,63.0,113000.0
92468,-34.5585893,-58.4494088,Departamento,4.0,145.0,441000.0
385656,-34.5931154,-58.4005454,Departamento,4.0,78.0,199900.0
23139,-34.5844941,-58.4002745,Departamento,2.0,54.0,134000.0
45215,-34.5917217,-58.3898052,Departamento,3.0,63.0,178000.0
332320,-34.5881039,-58.4280201,PH,2.0,54.0,144000.0
287632,-34.5898835,-58.4010897,Departamento,3.0,70.0,215000.0
350936,-34.6275021,-58.4027766,Departamento,3.0,57.0,94000.0
244655,-34.6183291,-58.5057331,Departamento,2.0,50.0,134000.0
194349,-34.5912429,-58.3874876,Departamento,3.0,57.0,250000.0
181610,-34.6180138,-58.4684086,Departamento,3.0,52.0,110000.0
397489,-34.576882,-58.43711,Departamento,4.0,75.0,169900.0
173359,-34.6361534,-58.4259373,Casa,6.0,262.0,360000.0
149615,-34.64407,-58.5064639,Departamento,3.0,84.0,195000.0
376816,-34.5690094,-58.45189,Departamento,3.0,103.0,260000.0
414845,-34.594747,-58.4164615,Departamento,1.0,47.0,110000.0
441996,-34.6412786,-58.5204423,Departamento,1.0,34.0,59500.0
131336,-34.579478,-58.4124964,Departamento,4.0,138.0,582274.0
240539,-34.578379,-58.4798352,Departamento,4.0,99.0,340000.0
347692,-34.5869881,-58.4770471,PH,3.0,82.0,165000.0
341716,-34.5654771,-58.4604423,Departamento,4.0,175.0,590000.0
349358,-34.5775736,-58.4226458,Departamento,3.0,52.0,135000.0
70675,-34.6108494,-58.3619581,Departamento,1.0,55.0,672000.0
360304,-34.6079338,-58.4497174,Departamento,1.0,48.0,128000.0
146140,-34.6151677,-58.4082618,Departamento,1.0,35.0,53000.0
244656,-34.6183291,-58.5057331,Departamento,2.0,50.0,126500.0
24574,-34.5915903,-58.3859463,Departamento,4.0,230.0,730000.0
410201,-34.5841312,-58.466532,Casa,4.0,136.0,260000.0
151839,-34.538089,-58.467002,Departamento,3.0,119.0,260000.0
343910,-34.6409446,-58.5008251,Departamento,3.0,71.0,110000.0
300842,-34.5672815,-58.4858607,Departamento,2.0,52.0,125000.0
92003,-34.6440873,-58.5131922,Departamento,2.0,40.0,88000.0
72526,-34.610486,-58.401662,Departamento,2.0,47.0,69000.0
321049,-34.603587,-58.460766,Departamento,1.0,38.0,72500.0
284374,-34.580836,-58.496357,Departamento,2.0,82.0,110000.0
281172,-34.623754,-58.4426201,Departamento,4.0,111.0,350000.0
157048,-34.630496,-58.459692,Departamento,2.0,55.0,121000.0
277112,-34.6108883258,-58.45911026,Departamento,2.0,54.0,105000.0
371225,-34.595385,-58.3872763,Departamento,5.0,663.0,540000.0
432043,-34.6386478,-58.4116385,Departamento,4.0,73.0,92000.0
296611,-34.5773065,-58.4372521,Departamento,1.0,27.0,59900.0
351494,-34.6304638,-58.404515,PH,4.0,148.21901941790597,215000.0
397601,-34.5770923,-58.4228644,Departamento,1.0,25.0,79000.0
209126,-34.6037137392,-58.3815808896,Departamento,2.0,50.0,105000.0
51070,-34.580111,-58.4472873,Departamento,3.0,63.0,137000.0
434340,-34.6344827,-58.5086668,Departamento,2.0,50.0,120000.0
204203,-34.6135036,-58.3853452,Departamento,1.0,25.0,59800.0
87753,-34.5965687,-58.4214252,Departamento,2.0,49.0,160000.0
180232,-34.6048378,-58.4649003,Departamento,3.0,53.0,94900.0
88999,-34.6279825,-58.4250008,Departamento,3.0,96.0,185000.0
221492,-34.5692772176,-58.4636277051,Departamento,3.0,65.0,139000.0
95562,-34.6203147,-58.4048385,PH,2.0,60.0,89000.0
399821,-34.6235879,-58.3996499,Departamento,3.0,62.0,168000.0
125712,-34.6309604,-58.4648004,PH,2.0,45.0,66000.0
414690,-34.5482647,-58.4680434,Departamento,2.0,55.0,260000.0
15841,-34.5870302,-58.5086172,Casa,4.0,287.0,390000.0
59502,-34.6296193,-58.4192904,Departamento,2.0,45.0,100000.0
138962,-34.6210122,-58.4119772,Departamento,2.0,41.0,115000.0
446123,-34.5926076,-58.4108793,Departamento,1.0,51.0,114000.0
26444,-34.6201402,-58.398605,Departamento,1.0,40.0,69000.0
46808,-34.6082249,-58.3923265,Departamento,2.0,36.0,65000.0
338204,-34.5841954,-58.4721474,Departamento,2.0,43.0,77500.0
445475,-34.627534,-58.375916,Departamento,4.0,97.0,165000.0
290792,-34.5553624,-58.4930222,Departamento,3.0,82.0,194000.0
261115,-34.6205121,-58.5131145,PH,3.0,68.0,150000.0
131954,-34.5770701,-58.4869439,Departamento,4.0,98.0,225000.0
263902,-34.5979424129,-58.4258805848,Departamento,2.0,51.0,125000.0
86735,-34.5722014,-58.4847041,Departamento,1.0,35.0,95000.0
204370,-34.6199479,-58.4838137,Departamento,3.0,50.0,109900.0
129613,-34.6394798,-58.4649299,PH,4.0,229.0,160000.0
432776,-34.5743213,-58.5025741,PH,4.0,154.0,250000.0
354355,-34.5907405,-58.4488468,Departamento,1.0,33.0,85000.0
310904,-34.6090664,-58.4316902,Departamento,3.0,129.0,169500.0
72571,-34.5777927,-58.4594278,Departamento,2.0,50.0,180000.0
180043,-34.6238552739,-58.4496763493,Departamento,3.0,56.0,110000.0
63751,-34.5808696,-58.4089349,Departamento,2.0,59.0,210000.0
330001,-34.6160883,-58.4298645,Departamento,4.0,84.0,149000.0
142205,-34.613303,-58.428096,Departamento,3.0,97.0,239000.0
414838,-34.5962499,-58.4294214,Casa,6.0,193.0,480000.0
363449,-34.5667546,-58.4923722,Departamento,2.0,42.0,95000.0
105943,-34.5581614233,-58.446279429,Departamento,1.0,37.0,290000.0
376734,-34.5923259,-58.3997245,Departamento,3.0,67.0,190000.0
3659,-34.57572,-58.4407005,Departamento,3.0,61.0,125000.0
73620,-34.6207281,-58.4546198,Departamento,3.0,56.0,128000.0
252882,-34.5716201,-58.4592693,Departamento,4.0,135.0,300000.0
257980,-34.5997079286,-58.3810891286,Departamento,2.0,39.0,57000.0
47066,-34.6211876,-58.3799211,Departamento,1.0,32.0,73000.0
21894,-34.6479014,-58.5196032,Casa,4.0,209.0,250000.0
24737,-34.6283719,-58.4355018,Departamento,1.0,37.0,65000.0
452355,-34.55342,-58.4826732,Departamento,3.0,61.0,100000.0
310801,-34.5824343,-58.466333,Departamento,1.0,46.0,90000.0
53716,-34.5664003,-58.4523019,Departamento,4.0,110.0,550000.0
127297,-34.5934403,-58.4421862,Departamento,2.0,50.0,115000.0
4816,-34.5747178,-58.4190746,Departamento,5.0,223.98840474088908,920000.0
